index,h1,h2,h3,h4,h5,h6,title1,title2,type,dimension,备注,from,url,content_category,answer,passage_genetate_title,catalogue,count
313,主动脉瓣疾病,研究,,,,,主动脉瓣疾病的研究,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/aortic-valve-disease/doctors-departments/ddc-20355125?filterLocation=Minnesota&lastInitial=B&page=1&searchterm=_f83a0a1eec7c26f351ff6a53f8ecc320,256, 妙佑医疗国际的临床心脏病专家和心脏外科医生对主动脉瓣疾病的诊断检测和治疗方案进行研究。阅读更多关于心血管研究中心的研究信息。研究领域包括：诊断和监测瓣膜疾病的成像技术，如超声心动图、多探头计算机断层成像（MDCT）和心脏核磁共振成像（心脏MRI） 微创手术治疗主动脉瓣疾病，包括经导管主动脉瓣置换术（TAVR）和其他导管消融术 不同手术风险人群的经导管主动脉瓣置换术（TAVR）效果与心内直视手术的效果比较 3D 打印心脏和瓣膜模型，医生可能借此研究如何准备心脏瓣膜手术 ,主动脉瓣膜疾病的诊断及治疗方法,主动脉瓣疾病_研究,2
314,脑转移瘤,科室与专家门诊,,,,,脑转移瘤的科室与专家门诊,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/brain-metastases/doctors-departments/ddc-20350142?filterLocation=Florida&lastInitial=R&page=1_d2288ab01eea56776756c9d5d0cb771d,256, 妙佑医疗国际是美国规模最大、经验最丰富的医疗机构之一，在亚利桑那州、佛罗里达州和明尼苏达州都有院区。医务人员掌握数几十种专业技能，齐心协力，确保高品质治疗与成功康复。,妙佑医疗国际是美国最大、经验最丰富的医疗机构之一,脑转移瘤_科室与专家门诊,2
315,前列腺癌,研究,,,,,前列腺癌的研究,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/prostate-cancer/doctors-departments/ddc-20353096?filterLocation=Arizona&lastInitial=Y&page=1_1dee2a0d93044a7b3f0b7d3ac847c03e,256, 妙佑医疗国际的医生和科学家是前列腺癌研究领域的佼佼者。重点领域包括创新诊断技术、探索和完善治疗选项、了解提高生活质量的方法和分析长期随访数据。几十年来，妙佑医疗国际一直在维护男性前列腺癌手术患者的数据库。研究人员利用这些信息来监测结果，寻找趋势，确定有效的治疗方法和确保整体护理质量。妙佑医疗国际癌症中心与其他机构合作进行前列腺癌研究。妙佑医疗国际癌症中心接受美国国家癌症研究所的资助，是指定的综合性癌症中心，这是对其专注于癌症预防、诊断和治疗的机构科研卓越性和多学科资源的认可。,妙佑医疗国际癌症中心是什么,前列腺癌_研究,2
316,第二篇  呼吸系统疾病,第十三章  睡眠呼吸暂停低通气综合征,【病因和发病机制】,,,, 睡眠呼吸暂停低通气综合征的病因和发病机制,,,,,book,,,,,,
317,第三篇  循环系统疾病,第七章  先天性心血管病,第一节  成人常见先天性心血管病,六、二叶主动脉瓣,【预后】,,二叶主动脉瓣的预后,,,,,book,,,,,,
318,第三篇  循环系统疾病,第十二章  主动脉疾病和周围血管病,第三节  静脉血栓症,【深静脉血栓形成】,（二）病理,,深静脉血栓形成的病理,,,,,book,,,,,,
319,第二篇  呼吸系统疾病,第六章  肺部感染性疾病,第三节  其他病原体所致肺部感染,四、肺真菌病,（一）肺念珠菌病,,肺念珠菌病的概述,,,,,book,,,,,,
320,第四篇  消化系统疾病,第十章  功能性胃肠病,第二节  肠易激综合征,【治疗】,（二）对症治疗,,肠易激综合征的治疗方法,肠易激综合征的对症治疗,SP,PO,,book,,,,,,
321,第八篇  风湿性疾病,第五章  系统性红斑狼疮,【病因】,（三）雌激素,,,系统性红斑狼疮的病因,系统性红斑狼疮的病因有雌激素,SPO,PO,,book,,,,,,
322,第七篇  内分泌和代谢性疾病,第十二章  甲状腺炎,第二节  自身免疫性甲状腺炎,,,,自身免疫性甲状腺炎的概述,,,,,book,,,,,,
323,第二篇  呼吸系统疾病,第一章  总论,【我国呼吸疾病防治形势与发展方略】,（一）呼吸疾病的严峻形势,,,我国呼吸疾病防治形势与发展方略,呼吸疾病的严峻形势,SP,PO,,book,,,,,,
324,第三篇  循环系统疾病,第五章  高血压,第一节  原发性高血压,【特殊类型高血压】,（三）妊娠高血压,,妊娠高血压,,,,,book,,,,,,
325,第八篇  风湿性疾病,第七章  脊柱关节炎,第一节  强直性脊柱炎,【临床表现】,,,强直性脊柱炎的临床表现,,,,,book,,,,,,
326,第九篇  理化因素所致疾病,第二章  中毒,第九节  毒蛇咬伤中毒,【发病机制】,（二）毒液对伤口局部作用,,毒蛇咬伤中毒的发病机制,毒液对伤口局部作用,SPO,PO,,book,,,,,,
327,第九篇  理化因素所致疾病,第二章  中毒,第二节  农药中毒,二、急性百草枯中毒,,,急性百草枯中毒,,,,,book,,,,,,
328,第二篇  呼吸系统疾病,第六章  肺部感染性疾病,第三节  其他病原体所致肺部感染,四、肺真菌病,（二）肺曲霉病,,肺曲霉,,,,,book,,,,,,
329,第三篇  循环系统疾病,第八章  心脏瓣膜病,第三节  二尖瓣关闭不全,【预后】,,,二尖瓣关闭不全的预后,,,,,book,,,,,,
330,第七篇  内分泌和代谢性疾病,第二十二章  糖尿病,第一节  糖尿病,【治疗】,,,糖尿病的治疗方法,,,,,book,,,,,,
331,第八篇  风湿性疾病,第八章  干燥综合征,【治疗】,,,,干燥综合征的治疗方法,,,,,book,,,,,,
332,第四篇  消化系统疾病,第二十四章  便秘,【治疗】,（二）功能性便秘,,,功能性便秘,,,,,book,,,,,,
333,第二篇  呼吸系统疾病,第六章  肺部感染性疾病,第二节  细菌性肺炎,二、葡萄球菌肺炎,【病因和发病机制】,,葡萄球菌肺炎的病因和发病机制,,,,,book,,,,,,
334,第六篇  血液系统疾病,第二十章  造血干细胞移植,【造血干细胞移植的分类】,,,,造血干细胞移植的分类,,,,,book,,,,,,
335,第七篇  内分泌和代谢性疾病,第一章  总论,第二节  代谢性疾病,【营养物质的供应和摄取】,,,营养物质的供应和摄取,,,,,book,,,,,,
336,第五篇  泌尿系统疾病,第六章  肾小管疾病,第一节  肾小管酸中毒,远端肾小管酸中毒,【病因和发病机制】,,远端肾小管酸中毒的病因和发病机制,,,,,book,,,,,,
337,第八篇  风湿性疾病,第九章  原发性血管炎,第二节  大动脉炎,【病理】,,,大动脉炎的病理,,,,,book,,,,,,
338,第七篇  内分泌和代谢性疾病,第十四章  库欣综合征,【诊断与鉴别诊断】,（三）鉴别诊断,,,库欣综合征的诊断与鉴别诊断,库欣综合征的鉴别诊断,SP,PO,,book,,,,,,
339,第四篇  消化系统疾病,第二十二章  腹痛,【治疗】,,,,腹痛的治疗方法,,,,,book,,,,,,
340,第五篇  泌尿系统疾病,第五章  尿路感染,【病因和发病机制】,（一）病原微生物,,,尿路感染的病因和发病机制,导致尿路感染的病原微生物,SP,PO,,book,,,,,,
341,第二篇  呼吸系统疾病,第二章  急性上呼吸道感染和急性气管-支气管炎,第一节  急性上呼吸道感染,[附]流行性感冒,【实验室检查】,,流行性感冒的实验室检查,,,,,book,,,,,,
342,第二篇  呼吸系统疾病,第三章  慢性支气管炎、慢性阻塞性肺疾病,第二节  慢性阻塞性肺疾病,【病因】,,,慢性阻塞性肺疾病的病因,,,,,book,,,,,,
343,第六篇  血液系统疾病,第四章  巨幼细胞贫血,【预后】,,,,巨幼细胞贫血的预后,,,,,book,,,,,,
344,第四篇  消化系统疾病,第二十章  胰腺炎,第一节  急性胰腺炎,【临床表现】,,,急性胰腺炎的临床表现,,,,,book,,,,,,
345,第六篇  血液系统疾病,第十六章  凝血障碍性疾病,第二节  血管性血友病,,,,血管性血友病的概述,,,,,book,,,,,,
346,第六篇  血液系统疾病,第三章  缺铁性贫血,【实验室检查】,,,,缺铁性贫血的实验室检查,,,,,book,,,,,,
347,第六篇  血液系统疾病,第九章  白血病,第二节  急性白血病,【临床表现】,,,急性白血病临床表现,,,,,book,,,,,,
348,第八篇  风湿性疾病,第十一章  系统性硬化症,【流行病学】,,,,系统性硬化症的流行病学,,,,,book,,,,,,
349,第六篇  血液系统疾病,第六章  溶血性贫血,第二节  遗传性球形红细胞增多症,【临床表现】,,,遗传性球形红细胞增多症的临床表现,,,,,book,,,,,,
350,第五篇  泌尿系统疾病,第七章  肾血管疾病,第一节  肾动脉狭窄,【病因及病理生理】,,,肾动脉狭窄的病因及病理生理,,,,,book,,,,,,
351,第九篇  理化因素所致疾病,第二章  中毒,第二节  农药中毒,三、灭鼠药中毒,【临床救治】,,灭鼠药中毒的临床救治,,,,,book,,,,,,
352,第四篇  消化系统疾病,第十五章  肝硬化,【并发症】,（八）肝肺综合征,,,肝硬化的并发症,肝硬化的并发症有肝肺综合症,SPO,PO,,book,,,,,,
353,第三篇  循环系统疾病,第四章  动脉粥样硬化和冠状动脉粥样硬化性心脏病,第四节  急性冠状动脉综合征,一、不稳定型心绞痛和非ST段抬高型心肌梗死,【危险分层】,,不稳定型心绞痛和非ST段抬高型心肌梗死的危险分层,,,,,book,,,,,,
354,第五篇  泌尿系统疾病,第七章  肾血管疾病,第三节  小动脉性肾硬化症,良性小动脉性肾硬化症,【防治】,,良性小动脉性肾硬化症的防治,,,,,book,,,,,,
355,第九篇  理化因素所致疾病,第二章  中毒,第九节  毒蛇咬伤中毒,【治疗】,（四）并发症防治,,毒蛇咬伤中毒的治疗方法,毒蛇咬伤中毒的并发症防治,SP,PO,,book,,,,,,
356,第三篇  循环系统疾病,第七章  先天性心血管病,第一节  成人常见先天性心血管病,十、冠状动脉瘘,【病理生理】,,冠状动脉瘘的生理病理,,,,,book,,,,,,
357,第二篇  呼吸系统疾病,第十五章  呼吸衰竭与呼吸支持技术,第三节  呼吸支持技术,[附1]危重症医学概要,,,危重症医学概要,,,,,book,,,,,,
358,第七篇  内分泌和代谢性疾病,第十八章  原发性甲状旁腺功能亢进症,【病因和病理】,,,,原发性甲状旁腺功能亢进症的病因和病理,,,,,book,,,,,,
359,第九篇  理化因素所致疾病,第二章  中毒,第五节  镇静催眠药中毒,【发病机制】,（一）药动学,,镇静催眠药中毒的发病机制,镇静催眠药中毒的药动学,SP,PO,,book,,,,,,
360,第四篇  消化系统疾病,第二十章  胰腺炎,第二节  慢性胰腺炎,【治疗】,（四）AIP,,慢性胰腺炎的治疗方法,AIP的治疗,SP,S,,book,,,,,,
361,第三篇  循环系统疾病,第十二章  主动脉疾病和周围血管病,第三节  静脉血栓症,【深静脉血栓形成】,（三）临床表现,,深静脉血栓形成的临床表现,,,,,book,,,,,,
362,第八篇  风湿性疾病,第三章  类风湿关节炎,【诊断与鉴别诊断】,（二）鉴别诊断,,,类风湿关节炎的诊断与鉴别诊断,类风湿关节炎的鉴别诊断,SP,PO,,book,,,,,,
363,第七篇  内分泌和代谢性疾病,第二十二章  糖尿病,第二节  糖尿病酮症酸中毒,,,,糖尿病酮症酸中毒的概述,,,,,book,,,,,,
364,第二篇  呼吸系统疾病,第六章  肺部感染性疾病,第二节  细菌性肺炎,一、肺炎链球菌肺炎,【临床表现】,,肺炎链球菌肺炎的临床表现,,,,,book,,,,,,
365,第六篇  血液系统疾病,第十五章  紫癜性疾病,第一节  过敏性紫癜,【病因】,（三）药物,,过敏性紫癜的病因,过敏性紫癜的病因：药物,SPO,PO,,book,,,,,,
366,第三篇  循环系统疾病,第三章  心律失常,第三节  房性心律失常,四、心房颤动,,,心房颤动,,,,,book,,,,,,
367,第三篇  循环系统疾病,第六章  心肌疾病,第四节  心肌炎,【诊断与鉴别诊断】,,,心肌炎的诊断与鉴别诊断,,,,,book,,,,,,
368,第三篇  循环系统疾病,第二章  心力衰竭,第二节  慢性心力衰竭,【诊断与鉴别诊断】,（二）鉴别诊断,,慢性心力衰竭的诊断与鉴别诊断,慢性心力衰竭的鉴别诊断,SP,PO,,book,,,,,,
369,第七篇  内分泌和代谢性疾病,第二十五章  肥胖症,[附]代谢综合征,【诊断】,,,代谢综合征的诊断,,,,,book,,,,,,
370,第八篇  风湿性疾病,第十四章  痛风,【临床表现】,（二）急性关节炎期及间歇期,,,痛风的临床表现,急性关节炎期及间歇期,SP,PO,,book,,,,,,
371,第三篇  循环系统疾病,第四章  动脉粥样硬化和冠状动脉粥样硬化性心脏病,第一节  动脉粥样硬化,【病理解剖和病理生理】,,,动脉粥样硬化的病理解剖和病理生理,,,,,book,,,,,,
372,第三篇  循环系统疾病,第十四章  肿瘤心脏病学,第二节  肿瘤治疗相关的冠状动脉疾病,【预防与治疗】,,,肿瘤治疗相关的冠状动脉疾病的预防与治疗,,,,,book,,,,,,
373,第五篇  泌尿系统疾病,第二章  原发性肾小球疾病,第五节  肾病综合征,【治疗】,（二）对症治疗,,肾病综合征的治疗方法,肾病综合征的对症治疗,SP,PO,,book,,,,,,
374,第二篇  呼吸系统疾病,第八章  肺癌,【预后】,,,,肺癌的预后,,,,,book,,,,,,
375,第四篇  消化系统疾病,第二十章  胰腺炎,第一节  急性胰腺炎,【治疗】,（九）择期内镜、腹腔镜或手术去除病因,,急性胰腺炎的治疗方法,急性胰腺炎的治疗：择期内镜、腹腔镜或手术去除病因,SPO,PO,,book,,,,,,
376,第九篇  理化因素所致疾病,第二章  中毒,第三节  急性毒品中毒,【诊断】,,,急性毒品中毒的诊断,,,,,book,,,,,,
377,第二篇  呼吸系统疾病,第五章  支气管扩张症,【流行病学】,,,,支气管扩张症的流行病学,,,,,book,,,,,,
378,第四篇  消化系统疾病,第六章  胃,【诊断】,（一）胃镜,,,胃的诊断,胃的诊断：胃镜,SPO,PO,,book,,,,,,
379,第四篇  消化系统疾病,第五章  消化性溃疡,【临床表现】,（一）症状,,,消化性溃疡的临床表现,消化性溃疡的症状,SP,PO,,book,,,,,,
380,第六篇  血液系统疾病,第十五章  紫癜性疾病,第一节  过敏性紫癜,【防治】,（二）一般治疗,,过敏性紫癜的防治,过敏性紫癜的一般治疗,SP,PO,,book,,,,,,
381,第九篇  理化因素所致疾病,第二章  中毒,第二节  农药中毒,四、氨基甲酸酯类杀虫剂中毒,【毒物的吸收和代谢】,,氨基甲酸酯类杀虫剂中毒的毒物的吸收和代谢,,,,,book,,,,,,
382,第三篇  循环系统疾病,第七章  先天性心血管病,第一节  成人常见先天性心血管病,八、先天性主动脉缩窄,【临床表现】,,先天性主动脉缩窄的临床表现,,,,,book,,,,,,
383,第五篇  泌尿系统疾病,第六章  肾小管疾病,第二节  Fanconi综合征,,,,Fanconi综合征的概述,,,,,book,,,,,,
384,第二篇  呼吸系统疾病,第十五章  呼吸衰竭与呼吸支持技术,,,,,呼吸衰竭与呼吸支持技术的概述,,,,,book,,,,,,
385,第三篇  循环系统疾病,第六章  心肌疾病,第一节  扩张型心肌病,【诊断与鉴别诊断】,,,扩张型心肌病的诊断与鉴别诊断,,,,,book,,,,,,
386,第七篇  内分泌和代谢性疾病,第十三章  甲状腺结节与甲状腺癌,第一节  甲状腺结节,【实验室检查】,,,甲状腺结节的实验室检查,,,,,book,,,,,,
387,第二篇  呼吸系统疾病,第十五章  呼吸衰竭与呼吸支持技术,第三节  呼吸支持技术,（一）氧疗,,,呼吸支持技术的氧疗,,,,,book,,,,,,
388,第五篇  泌尿系统疾病,第三章  继发性肾病,第二节  糖尿病肾病,【发病机制】,,,糖尿病肾病的发病机制,,,,,book,,,,,,
389,第二篇  呼吸系统疾病,第一章  总论,【呼吸系统疾病的诊断】,,,,呼吸系统疾病的诊断,,,,,book,,,,,,
390,第九篇  理化因素所致疾病,第二章  中毒,第六节  急性一氧化碳中毒,【治疗】,（五）防治并发症和后遗症,,急性一氧化碳中毒的治疗方法,急性一氧化碳中毒的治疗：防治并发症和后遗症,SPO,PO,,book,,,,,,
391,第二篇  呼吸系统疾病,第九章  间质性肺疾病,第二节  特发性肺纤维化,【治疗】,,,特发性肺纤维化的治疗方法,,,,,book,,,,,,
392,第二篇  呼吸系统疾病,第六章  肺部感染性疾病,第三节  其他病原体所致肺部感染,二、肺炎衣原体肺炎,【病因和发病机制】,,肺炎衣原体肺炎的病因和发病机制,,,,,book,,,,,,
393,第五篇  泌尿系统疾病,第二章  原发性肾小球疾病,第六节  无症状性血尿和（或）蛋白尿,【治疗】,,,无症状性血尿和（或）蛋白尿的治疗,,,,,book,,,,,,
394,第三篇  循环系统疾病,第七章  先天性心血管病,第一节  成人常见先天性心血管病,三、动脉导管未闭,,,动脉导管未闭,,,,,book,,,,,,
395,第三篇  循环系统疾病,第十二章  主动脉疾病和周围血管病,第一节  主动脉夹层,【治疗】,,,主动脉夹层的治疗方法,,,,,book,,,,,,
396,第四篇  消化系统疾病,第五章  消化性溃疡,【并发症】,（三）幽门梗阻,,,消化性溃疡的并发症,消化性溃疡的并发症：幽门梗阻,SPO,PO,,book,,,,,,
397,第七篇  内分泌和代谢性疾病,第三章  垂体瘤,【分类】,,,,垂体瘤的分类,,,,,book,,,,,,
398,第六篇  血液系统疾病,第六章  溶血性贫血,第六节  阵发性睡眠性血红蛋白尿症,【实验室检查】,（一）血象,,阵发性睡眠性血红蛋白尿症的实验室检查,阵发性睡眠性血红蛋白尿症的血象,SP,PO,,book,,,,,,
399,第三篇  循环系统疾病,第六章  心肌疾病,第三节  限制型心肌病,【辅助检查】,,, 限制型心肌病的辅助检查,,,,,book,,,,,,
400,第八篇  风湿性疾病,第四章  成人Still病,【实验室检查】,,,,成人Still病的实验室检查,,,,,book,,,,,,
401,第二篇  呼吸系统疾病,第二章  急性上呼吸道感染和急性气管-支气管炎,第一节  急性上呼吸道感染,[附]流行性感冒,【治疗】,,流行性感冒的治疗方法,,,,,book,,,,,,
402,第三篇  循环系统疾病,第四章  动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三节  慢性心肌缺血综合征,一、稳定型心绞痛,【辅助检查】,（三）多层螺旋CT冠状动脉成像（CTA）,稳定型心绞痛的辅助检查,稳定型心绞痛的辅助检查：多层螺旋CT冠状动脉成像（CTA）,SPO,PO,,book,,,,,,
403,第四篇  消化系统疾病,第十五章  肝硬化,【临床表现】,,,,肝硬化的临床表现,,,,,book,,,,,,
404,第三篇  循环系统疾病,第二章  心力衰竭,第二节  慢性心力衰竭,【治疗】,,,慢性心力衰竭的治疗方法,,,,,book,,,,,,
405,第九篇  理化因素所致疾病,第二章  中毒,第一节  概述,【治疗】,（二）急性中毒治疗,,中毒的治疗方法,急性中毒的治疗方法,SP,S,,book,,,,,,
406,第六篇  血液系统疾病,第六章  溶血性贫血,第五节  自身免疫性溶血性贫血,一、温抗体型AIHA,【治疗】,（二）控制溶血发作,温抗体型AIHA的治疗方法,温抗体型AIHA的治疗：控制溶血发作,SPO,PO,,book,,,,,,
407,第五篇  泌尿系统疾病,第十章  慢性肾衰竭,【临床表现与诊断】,（三）鉴别诊断,,,慢性肾衰竭的临床表现与诊断,慢性肾衰竭的鉴别诊断,SP,PO,,book,,,,,,
408,第七篇  内分泌和代谢性疾病,第四章  肢端肥大症和巨人症,【诊断与鉴别诊断】,（一）定性诊断（确定GH过度分泌）,,,肢端肥大症和巨人症的诊断与鉴别诊断,肢端肥大症和巨人症的定性诊断（确定GH过度分泌）,SP,PO,,book,,,,,,
409,第九篇  理化因素所致疾病,第二章  中毒,第二节  农药中毒,一、急性有机磷杀虫药中毒,【诊断与鉴别诊断】,（一）诊断,急性有机磷杀虫药中毒的诊断与鉴别诊断,急性有机磷杀虫药中毒的诊断,SP,PO,,book,,,,,,
410,第三篇  循环系统疾病,第七章  先天性心血管病,第一节  成人常见先天性心血管病,十一、法洛四联症,【病理生理】,,法洛四联症的病理生理,,,,,book,,,,,,
411,第三篇  循环系统疾病,第六章  心肌疾病,第三节  限制型心肌病,,,,限制型心肌病的概述,,,,,book,,,,,,
412,第三篇  循环系统疾病,第三章  心律失常,第三节  房性心律失常,二、房性心动过速,【治疗】,,房性心动过速的治疗,,,,,book,,,,,,
413,第二篇  呼吸系统疾病,第五章  支气管扩张症,【诊断与鉴别诊断】,（一）诊断,,,支气管扩张症的诊断与鉴别诊断,支气管扩张症的诊断,SP,PO,,book,,,,,,
414,第七篇  内分泌和代谢性疾病,第十二章  甲状腺炎,第二节  自身免疫性甲状腺炎,【治疗】,,,自身免疫性甲状腺炎的治疗方法,,,,,book,,,,,,
415,脊髓动静脉畸形（AVM）,科室与专家门诊,,,,,脊髓动静脉畸形（AVM）的科室与专家门诊,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/spinal-arteriovenous-malformation/doctors-departments/ddc-20355619?filterLocation=Minnesota&lastInitial=F&page=1_28ce33fc61b77f0be660ed5497069b1c,256, 妙佑医疗国际是美国规模最大、经验最丰富的医疗机构之一，在亚利桑那州、佛罗里达州和明尼苏达州都有院区。医务人员掌握数几十种专业技能，齐心协力，确保高品质治疗与成功康复。,妙佑医疗国际是美国最大、经验最丰富的医疗机构之一,脊髓动静脉畸形（AVM）_科室与专家门诊,2
416,职业医学,研究,,,,,职业医学的研究,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/departments-centers/occupational-medicine/sections/research/rsc-20459039?filterLocation=Arizona_1f68a2753b354003b3a43e45785211de,256, 职业医学医师积极参与多个主题的医学研究，例如：工作残疾预防 医护人员的危险用药监测 结核病检查和治疗 防灾准备 血源性病原体暴露 医护人员的疫苗接种和免疫要求 社会心理因素与工作 ,职业医学医师的职业教育工作,职业医学_研究,2
417,乳腺癌,科室与专家门诊,,,,,乳腺癌的科室与专家门诊,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/breast-cancer/doctors-departments/ddc-20352478?filterLetter=M&filterLocation=ALL&searchterm=_d0c7fe5d8bc8aba30f6a5aaca2e31850,256, 妙佑医疗国际是美国规模最大、经验最丰富的医疗机构之一，在亚利桑那州、佛罗里达州和明尼苏达州都有院区。医务人员掌握数几十种专业技能，齐心协力，确保高品质治疗与成功康复。,妙佑医疗国际是美国最大、经验最丰富的医疗机构之一,乳腺癌_科室与专家门诊,2
418,慢性肾病,研究,,,,,慢性肾病的研究,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/chronic-kidney-disease/doctors-departments/ddc-20354530?filterLocation=Florida&lastInitial=S&page=1_19e7fbac1cf61ae629322e2c64d34dc5,256, 借助最先进的研究设施，妙佑医疗国际的医生和科学家正在研究认识和治疗慢性肾病的新方法。肾脏病和高血压研究正在探索的领域包括：慢性肾病导致进行性肾脏损害的因素 慢性肾病患者心脏和血管（心血管）并发症风险增加的原因 心脏血管中的钙沉积（钙化） 高血压和慢性肾病 肾病和慢性肝病 妙佑医疗国际还是肾病协作组的领导任务，肾病协作组是由妙佑医疗国际和其他医疗机构的肾脏病专家组成的医生联盟。妙佑医疗国际肾病协作组将这些临床医生和科学家聚集在一起，开发和开展旨在治疗肾实质疾病患者的前瞻性研究。,妙佑医疗国际肾病协作组是什么,慢性肾病_研究,2
419,阿尔茨海默病,预防,,,,,阿尔茨海默病的预防,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/alzheimers-disease/expert-answers/alzheimers-test/faq-20057850_c8f75d0b43bf562b1c6bd518b2c998df,256, 阿尔茨海默病不是可预防的医疗状况。但是，可以改变一些与生活方式有关的阿尔茨海默病致病风险因素。证据显示，改变饮食、运动和习惯（降低心血管疾病风险的措施）还可能降低患上阿尔茨海默病以及导致痴呆的其他疾病的风险。有益心脏健康的生活方式可降低罹患阿尔茨海默病的风险，包括：定期运动 采用以新鲜农产品、健康油脂为主且饱和脂肪含量低的饮食，例如地中海饮食 按照治疗指导原则控制高血压、糖尿病和高胆固醇 如果您抽烟，请咨询医生帮助您戒烟 研究表明，参加社会活动、阅读、跳舞、棋盘游戏、艺术创作、演奏乐器以及其他需要精神和社会参与的活动，有助于在年龄较大时保持思维能力并降低患阿尔茨海默病的风险。,阿尔茨海默病可以预防吗,阿尔茨海默病_预防,2
420,乳腺癌,研究,,,,,乳腺癌的研究,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/breast-cancer/doctors-departments/ddc-20352478?filterLetter=T&filterLocation=Arizona&lastInitial=O&page=1_537e5016973db51b6a75e528b98b4386,256, 妙佑医疗国际的医生和科学家一直在不断提高乳腺癌的诊断和治疗水平。注意：这些内容是在2019冠状病毒病（COVID-19）疫情之前创建的，可能不再适合当前疫情防控要求。请遵循美国疾病控制与预防中心的建议，坚持落实关于戴口罩和保持社交距离的准则。妙佑医疗国际的研究者们会参与涉及乳腺癌预防、诊断与治疗的多项研究。妙佑医疗国际的医生会经常与符合条件的患者沟通，告知他们有关参加涉及乳腺癌治疗方案进展的研究项目和临床试验的机会。研究领域包括：开创性乳房成像技术，例如动态对比增强型 MRI、对比增强型数字化乳腺 X 线摄影术和分子乳腺成像术 控制病毒的毒力来治疗非侵袭性乳腺癌、三阴性乳腺癌和转移性乳腺癌 利用新技术使治疗变得更安全，例如质子束疗法，可形成到达左侧乳腺癌但不影响心脏的射线 分析乳腺癌细胞的基因组成，了解突变如何影响癌症治疗的疗效，并使治疗选择个人化 完善与诱发乳腺癌有关的基因列表，改进基因检测的使用 妙佑医疗国际癌症中心是美国少数几个获得国家癌症研究所（NCI）专业化卓越研究项目（SPORE）资助乳腺癌研究的机构之一。到妙佑医疗国际寻求治疗的人有机会参加研究乳腺癌最新诊断方法和治疗技术的临床试验。,妙佑医疗国际癌症中心是什么,乳腺癌_研究,2
421,前庭大腺囊肿,预防,,,,,前庭大腺囊肿的预防,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976_321a8096d0c34edf3cc7fd13fe9a4c33,256, 无法预防前庭大腺囊肿。然而，更安全的性行为，尤其是使用避孕套，以及良好的卫生习惯，可能有助于预防囊肿的感染和脓肿的形成。,如何预防前庭大腺囊肿,前庭大腺囊肿_预防,2
422,腹主动脉瘤,治疗,,,,,腹主动脉瘤的治疗,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/abdominal-aortic-aneurysm/diagnosis-treatment/drc-20350693_9fc6eb1f5c55fa97ac3bae3fe626239c,256, 腹主动脉瘤治疗的目标是防止动脉瘤破裂。治疗可能涉及仔细的监测或手术。治疗方法取决于主动脉瘤的大小和生长速度。,腹主动脉瘤的治疗目标是什么,腹主动脉瘤_治疗,2
423,甲状腺癌,科室与专家门诊,,,,,甲状腺癌的科室与专家门诊,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/thyroid-cancer/doctors-departments/ddc-20354169?filterLocation=Arizona&lastInitial=S&page=1_65c393ce276615c31ed1593c3eabda96,256, 妙佑医疗国际是美国规模最大、经验最丰富的医疗机构之一，在亚利桑那州、佛罗里达州和明尼苏达州都有院区。医务人员掌握数几十种专业技能，齐心协力，确保高品质治疗与成功康复。,妙佑医疗国际是美国最大、经验最丰富的医疗机构之一,甲状腺癌_科室与专家门诊,2
424,肺科,主治,,,,,肺科的主治,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/departments-centers/pulmonary-medicine/sections/conditions-treated/orc-20397850?filterLetter=C_45de7c0466a33d3cdd3e186fb35b72f1,256, 肺科和睡眠医学专科医生可针对多种肺部病症提供管理和服务，包括但不限于下列各项。妙佑医疗国际不同院区提供的服务可能不同。请在致电约诊时进行确认。,妙佑医疗国际不同院区提供的诊疗服务,肺科_主治,2
