index,h1,h2,h3,h4,h5,h6,title1,title2,type,dimension,备注,from,url,content_category,answer,passage_genetate_title,catalogue,count
144,附录,附录2  中华口腔医学会新近通过的定义与指南,附录2.2  复发性阿弗他溃疡诊疗指南（试行草案）,五、治疗,（三）治疗方法,,复发性阿弗他溃疡的治疗,复发性阿弗他溃疡的治疗方法,"SP
","PO
",5,quark.book,,,,,,
145,第五篇  喉科学,第七章  喉的慢性炎症性疾病,第一节  慢性喉炎,【治疗】,,,慢性喉炎的概述,"慢性喉炎的治疗
","SP
","PO
",5,quark.book,,,,,,
146,第四篇  消化系统疾病,第十三章  自身免疫性肝病,第一节  自身免疫性肝炎,【临床表现】,,,自身免疫性肝炎的概述,"自身免疫性肝炎的临床表现
","SP
","PO
",5,quark.book,,,,,,
147,第九章 脑血管疾病,第二节 短暂性脑缺血发作,,,,,短暂性脑缺血发作,"短暂性脑缺血发作
",S,S,5,quark.book,,,,,,
148,第一篇  生物大分子结构与功能,第一章  蛋白质的结构与功能,第一节  蛋白质的分子组成,一、L-α-氨基酸是蛋白质的基本结构单位,,,蛋白质的分子组成,"L-α-氨基酸是蛋白质的基本结构单位
",S,S,5,quark.book,,,,,,
149,第十一章  慢性非传染性疾病流行病学,第二节  流行特征,四、中国居民慢性病流行状况,（四）糖尿病,,,中国居民慢性病流行状况,中国居民糖尿病流行状况,SP,S,3,quark.book,,,,,,
150,第二篇  耳科学,第十章  耳源性眩晕,第二节  梅尼埃病,【流行病学】,,,梅尼埃病的概述,"梅尼埃病的流行病学
","SP
","PO
",5,quark.book,,,,,,
151,第十七章 错畸形,第二节 错畸形的诊断,三、治疗计划的制订,,,,错畸形的诊断,"错畸形的治疗计划的制订
","SP
","PO
",5,quark.book,,,,,,
152,第二篇  临床篇,第十八章  炎症显像,第二节  其他炎症显像,二、放射性核素标记白细胞显像,（二）临床应用,,其他炎症的放射性核素标记白细胞显像,放射性核素标记白细胞显像在其他炎症显像的临床应用,"SPO
","PO
",5,quark.book,,,,,,
153,第十七章 周围神经疾病,第一节 脑神经疾病,一、三叉神经痛,,,,脑神经疾病的概述,"三叉神经痛的概述
","S
",S,3,quark.book,,,,,,
154,第六篇  病历书写,第二章  病历书写格式及内容,第一节  住院病历,一、入院记录的内容和格式,（一）入院记录,,入院记录的内容和格式,"入院记录
",S,S,5,quark.book,,,,,,
155,第二十章感染性疾病患儿的护理,第四节 寄生虫病,二、蛲虫病,,,,寄生虫病的概述,"蛲虫病的概述
","S
",S,5,quark.book,,,,,,
156,第五十九章  上肢骨、关节损伤,第五节  肱骨干骨折,,,,,肱骨干骨折的概述,"肱骨干骨折的概述
","S
","S
",5,quark.book,,,,,,
157,下篇  各论,第二章  泻下剂,第五节  攻补兼施剂,黄龙汤,,,攻补兼施剂,黄龙汤,"S
","S
",5,quark.book,,,,,,
158,第四章  消化系统疾病病人的护理,第五节  消化性溃疡,【护理评估】,,,,消化性溃疡的概述,"消化性溃疡的护理评估
","SP
","PO
",5,quark.book,,,,,,
159,第十六章 睡眠-觉醒障碍,第四节 异态睡眠,三、治疗,,,,异态睡眠,"异态睡眠的治疗
","SP
","PO
",5,quark.book,,,,,,
160,第二十一章 神经系统发育异常性疾病,第三节 先天性脑积水,,,,,先天性脑积水的概述,"先天性脑积水的概述
","S
","S
",5,quark.book,,,,,,
161,第七篇  诊断疾病的步骤和临床思维方法,第二章  临床思维方法,二、临床思维的基本方法,,,, 临床思维方法,"临床思维的基本方法
","S
","S
",5,quark.book,,,,,,
162,第四篇  医学生化专题,第十九章  肝的生物化学,第三节  胆汁与胆汁酸的代谢,四、胆汁酸的代谢及胆汁酸的肠肝循环,（一）初级胆汁酸在肝内以胆固醇为原料生成,,胆汁酸的代谢及胆汁酸的肠肝循环,"初级胆汁酸在肝内以胆固醇为原料生成
","S
","S
",5,quark.book,,,,,,
163,第十五章  药物流行病学,第三节  药物流行病学资料收集与分析,一、资料收集,,,,药物流行病学资料收集与分析,"药物流行病学资料收集
","S
","S
",5,quark.book,,,,,,
164,第三十二章  作用于消化系统的药物,第二节  消化系统功能调节药,六、利胆药,,,,消化系统功能调节药,消化系统功能调节药之利胆药,S,S,5,quark.book,,,,,,
165,第四章  呼吸困难,第二节  支气管哮喘急性发作,四、治疗,（一）急诊处理,,,支气管哮喘急性发作的治疗方法,"支气管哮喘急性发作的急诊处理
",SP,"PO
",5,quark.book,,,,,,
166,第六章  消化和吸收,第四节  小肠内消化,一、胰液的分泌,（一）胰液的性质、成分和作用,,,小肠内消化之胰液的分泌,"胰液的性质、成分和作用
",SP,"PO
",5,quark.book,,,,,,
167,第六章  产前检查与孕期保健,第二节  评估胎儿健康的技术,二、胎儿宫内状况的监测,（一）妊娠早期,,,胎儿宫内状况的监测,"妊娠早期胎儿宫内状况的监测
",SP,S,5,quark.book,,,,,,
168,第五章  口腔种植外科,第四节  口腔种植手术,三、手术原则,（四）种植体愈合的无干扰性,,,口腔种植手术的手术原则,"口腔种植手术的手术原则之种植体愈合的无干扰性
",S,"PO
",5,quark.book,,,,,,
169,第二十三章妇产科诊疗及手术病人的护理,第二节 宫颈活组织检查,一、局部活组织检查,,,,宫颈活组织检查,"宫颈局部活组织检查
","SP
","PO
",4,quark.book,,,,,,
170,脉管系统,第十一章  心血管系统,第二节  心,五、心的血管,（一）冠状动脉,,心的血管,心的血管之冠状动脉,S,S,5,quark.book,,,,,,
171,第二章  细胞的基本功能,第二节  细胞的信号转导,一、信号转导概述,（五）信号转导与人类疾病,,,细胞的信号转导概述,"细胞的信号转导与人类疾病
",S,S,5,quark.book,,,,,,
172,第八章新生儿及新生儿疾病患儿的护理,第六节 新生儿缺氧缺血性脑病,,,,,新生儿缺氧缺血性脑病的概述,"新生儿缺氧缺血性脑病的概述
","S
",S,5,quark.book,,,,,,
173,第四章病人入院和出院的护理,第一节 病人入院的护理,四、分级护理,,,,病人入院的护理,病人入院的分级护理,SP,"PO
",5,quark.book,,,,,,
174,第九章  消化系统疾病,第九节  腹泻病,【预防】,,,,腹泻病的概述,"腹泻病的预防
","SP
","PO
",5,quark.book,,,,,,
175,第五章 糖代谢紊乱,第一节 高血糖症,一、病因与发病机制,,,,高血糖症的概述,"高血糖症的病因与发病机制
",SP,"PO
",5,quark.book,,,,,,
176,感觉器,第十五章  前庭蜗器,第三节  内耳,二、膜迷路,（一）椭圆囊和球囊,,内耳之膜迷路,内耳之膜迷路之椭圆囊和球囊,S,S,5,quark.book,,,,,,
177,第一章  头部,第三节  颅部,一、颅顶,（一）额顶枕区,,,颅顶的概述,"颅顶之额顶枕区
",S,S,5,quark.book,,,,,,
178,第五十九章  男性节育、不育和性功能障碍,第四节  男性性功能障碍,,,,,男性性功能障碍的概述,"男性性功能障碍的概述
","S
",S,5,quark.book,,,,,,
179,第二十三章  灾难心理救援,第四节  非专业人员的心理救援意识与技能,三、创伤性事件的心理救援,（四）步骤4,,,非专业人员创伤性事件的心理救援,非专业人员创伤性事件的心理救援之步骤4,S,S,5,quark.book,,,,,,
180,第二章  呼吸系统疾病病人的护理,第七节  肺结核,,,,,肺结核的概述,"肺结核的概述
","S
",S,5,quark.book,,,,,,
181,第十章  其他,第六节  感染性发热的诊断思维,【临床表现】,,,,其他感染性发热的诊断思维,"感染性发热的临床表现
",SP,"PO
",5,quark.book,,,,,,
182,第二十二章  人为灾难的医学救援,第二节  火灾,一、灾难特点,,,,火灾的医学救援,"火灾的灾难特点
","SP
","PO
",5,quark.book,,,,,,
183,第三章  循环系统疾病病人的护理,第十节  感染性心内膜炎,,,,,感染性心内膜炎的概述,"感染性心内膜炎的概述
",S,S,5,quark.book,,,,,,
184,第一篇  影像诊断学,第二章  中枢神经系统,第四节  疾病诊断,二、脊髓疾病,（一）椎管内肿瘤,,脊髓疾病的疾病诊断,"椎管内肿瘤的疾病诊断
",SP,S,5,quark.book,,,,,,
185,第十六章  医院管理伦理,第三节  现代医院的社会伦理责任,四、参与社区卫生服务,,,,现代医院的社会伦理责任,现代医院的社会伦理责任之参与社区卫生服务,S,S,5,quark.book,,,,,,
186,第十二章循环系统疾病患儿的护理,第二节 先天性心脏病,二、临床常见的先天性心脏病,,,,先天性心脏病的概述,临床常见的先天性心脏病,S,S,4,quark.book,,,,,,
187,第七十八章   骨肿瘤,第六节   其他肿瘤和瘤样病变,六、骨纤维异样增殖症,,,,其他肿瘤和瘤样病变,骨纤维异样增殖症,S,S,5,quark.book,,,,,,
188,第十八章 肾功能不全,第三节 慢性肾衰竭,,,,,慢性肾衰竭的概述,"慢性肾衰竭的概述
","S
",S,5,quark.book,,,,,,
189,第四篇  细胞的基本生命活动,第十五章  细胞分化,第四节  细胞分化与医学,一、细胞分化与肿瘤,（三）肿瘤细胞可被诱导分化为成熟细胞,,细胞分化与肿瘤,肿瘤细胞可被诱导分化为成熟细胞,S,S,5,quark.book,,,,,,
190,第三篇  体格检查,第二章  一般检查,第二节  皮肤,（四）皮疹,,,皮肤的一般检查,"皮疹的一般检查
",SP,S,3,quark.book,,,,,,
191,第十章  神经系统疾病病人的护理,第七节  运动障碍疾病,二、帕金森病,【常用护理诊断/问题、措施及依据】,,,帕金森病,"帕金森病常用护理诊断/问题、措施及依据
","SP
","PO
",4,quark.book,,,,,,
192,第四篇  消化系统疾病,第十三章  自身免疫性肝病,第四节  IgG4相关肝胆疾病,【病因和发病机制】,,,IgG4相关肝胆疾病的概述,"IgG4相关肝胆疾病的病因和发病机制
","SP
","PO
",4,quark.book,,,,,,
193,第四章  细菌性传染病,第二节  细菌性食物中毒,一、胃肠型食物中毒,【发病机制与病理】,（四）过敏反应,,胃肠型食物中毒的发病机制与病理,胃肠型食物中毒的发病机制与病理有过敏反应,"SPO
","PO
",4,quark.book,,,,,,
194,第八章妊娠期并发症妇女的护理,第四节 妊娠期高血压疾病,,,,,妊娠期高血压疾病的概述,"妊娠期高血压疾病的概述
",S,"S
",4,quark.book,,,,,,
195,第四篇  医学生化专题,第十九章  肝的生物化学,第四节  胆色素的代谢与黄疸,一、胆红素是铁卟啉类化合物的降解产物,（二）血红素加氧酶和胆绿素还原酶催化胆红素的生成,,胆红素是铁卟啉类化合物的降解产物,血红素加氧酶和胆绿素还原酶催化胆红素的生成,"SPO
","S
",4,quark.book,,,,,,
196,第二篇  物质代谢及其调节,第五章  糖代谢,第八节  血糖及其调节,二、血糖稳态主要受激素调节,（一）胰岛素是降低血糖的主要激素,,血糖稳态主要受激素调节,"胰岛素是降低血糖的主要激素
","SPO
","S
",4,quark.book,,,,,,
197,第八章新生儿及新生儿疾病患儿的护理,第二节 正常足月儿和早产儿的特点及护理,一、正常足月儿的特点及护理,,,,正常足月儿和早产儿的特点及护理,正常足月儿的特点及护理,"SP
","S
",4,quark.book,,,,,,
198,第七篇  内分泌和代谢性疾病,第二十六章  水、电解质代谢和酸碱平衡失常,第三节  酸碱平衡失常,二、代谢性碱中毒,【病因和发病机制】,,酸碱平衡失常之代谢性碱中毒,"代谢性碱中毒的病因和发病机制
","SP
","PO
",4,quark.book,,,,,,
199,第一篇  常见症状,第十一节  吞咽困难,【临床表现】,,,,吞咽困难的概述,"吞咽困难的临床表现
","SP
","PO
",4,quark.book,,,,,,
200,第十四章静脉输液与输血,第二节 静脉输血,八、输血反应和意外的监测与报告,,,,静脉输血的概述,"静脉输血的输血反应和意外的监测与报告
","SP
","PO
",4,quark.book,,,,,,
201,第十三章  造血系统疾病,第八节  噬血细胞性淋巴组织细胞增生症,【实验室检查】,,,,噬血细胞性淋巴组织细胞增生症的概述,"噬血细胞性淋巴组织细胞增生症的实验室检查
","SP
","PO
",4,quark.book,,,,,,
202,第二篇  临床篇,第十五章  消化系统,第四节  消化道动力学研究,三、胃排空显像,（一）原理与放射性药物,,消化道动力学研究之胃排空显像,"胃排空显像的原理与放射性药物
","SP
","PO
",4,quark.book,,,,,,
203,第十一章 细胞增殖和凋亡异常与疾病,第一节 细胞增殖异常与疾病,四、细胞周期调控与疾病的防治,,,,细胞增殖异常与疾病的概述,"细胞周期调控与疾病的防治
",S,S,4,quark.book,,,,,,
204,第六章患病儿童护理及其家庭支持,第六节 患儿临终关怀与家庭的情感支持,一、住院患儿的临终关怀,,,,患儿临终关怀与家庭的情感支持,"住院患儿的临终关怀
",S,"S
",4,quark.book,,,,,,
205,第十四章静脉输液与输血,第一节 静脉输液,五、输液速度及时间的计算,,,,静脉输液的概述,"静脉输液的输液速度及时间的计算
",S,"S
",4,quark.book,,,,,,
206,第四章  消化系统疾病病人的护理,第五节  消化性溃疡,【临床表现】,,,,消化性溃疡的概述,"消化性溃疡的临床表现
","SP
","PO
",4,quark.book,,,,,,
207,第八章  主要组织相容性复合体,第一节  MHC结构及其遗传特性,三、MHC的遗传特点,（二）单体型和连锁不平衡,,,MHC的遗传特点,"MHC的遗传特点之单体型和连锁不平衡
",S,S,4,quark.book,,,,,,
208,第十一章  消化系统疾病,第十二节  消化系统常见肿瘤,二、胃癌,（一）病因和发病机制,,,胃癌的概述,"胃癌的病因和发病机制
","SP
","PO
",4,quark.book,,,,,,
209,第六章  血液系统疾病病人的护理,第八节  血液系统常用诊疗技术及护理,二、静脉输液港技术,【输液港的应用与维护】,,,静脉输液港技术,"静脉输液港的应用与维护
","SP
","PO
",4,quark.book,,,,,,
210,第五章  泌尿系统疾病病人的护理,第九节  血液净化治疗的护理,一、血液透析,【适应证和禁忌证】,,,血液透析的概述,"血液透析的适应证和禁忌证
","SP
","PO
",4,quark.book,,,,,,
211,第十六章  妇科病史及检查,第三节  妇科疾病常见症状的鉴别要点,五、下腹肿块,,,,妇科疾病常见症状的鉴别要点,"妇科疾病常见症状的下腹肿块
","SP
","S
",4,quark.book,,,,,,
